,PROD_CD,SLSMAN_CD,PLAN_MONTH,PLAN_YEAR,TARGET_IN_EA,ACH_IN_EA
19746,PROD_11,SLSMAN_150,1,2020,216,0
6084,PROD_81,SLSMAN_43,10,2019,192,155
6773,PROD_17,SLSMAN_48,1,2020,"71,820",0
9992,PROD_54,SLSMAN_79,12,2019,12,0
7750,PROD_76,SLSMAN_54,10,2019,0,555
27057,PROD_11,SLSMAN_211,12,2019,360,444
2746,PROD_37,SLSMAN_18,12,2019,108,97
864,PROD_45,SLSMAN_6,11,2019,"1,104",464
14875,PROD_81,SLSMAN_111,1,2020,168,0
5361,PROD_15,SLSMAN_39,1,2020,"3,288",0
22218,PROD_39,SLSMAN_170,10,2019,144,233
1559,PROD_62,SLSMAN_10,12,2019,0,4
13489,PROD_22,SLSMAN_103,11,2019,"10,400","23,212"
5343,PROD_3,SLSMAN_39,12,2019,40,0
3484,PROD_15,SLSMAN_25,10,2019,"10,272","6,018"
9590,PROD_82,SLSMAN_73,1,2020,"3,024",0
24978,PROD_62,SLSMAN_191,10,2019,"5,082","5,358"
19402,PROD_19,SLSMAN_146,1,2020,"2,016",0
7394,PROD_50,SLSMAN_52,12,2019,"33,840","34,388"
2921,PROD_36,SLSMAN_19,12,2019,72,65
17351,PROD_47,SLSMAN_129,1,2020,"1,632",0
1695,PROD_56,SLSMAN_11,12,2019,324,166
13444,PROD_5,SLSMAN_103,1,2020,400,0
14534,PROD_52,SLSMAN_109,11,2019,400,0
23205,PROD_50,SLSMAN_178,12,2019,"29,280","30,016"
5242,PROD_25,SLSMAN_38,11,2019,288,343
5166,PROD_61,SLSMAN_37,10,2019,"5,040","4,030"
12734,PROD_39,SLSMAN_98,12,2019,180,149
7087,PROD_15,SLSMAN_50,10,2019,468,916
11584,PROD_56,SLSMAN_90,10,2019,36,0
10664,PROD_26,SLSMAN_84,11,2019,24,3
7119,PROD_35,SLSMAN_50,12,2019,0,60
6962,PROD_22,SLSMAN_49,12,2019,"7,200","18,440"
25629,PROD_18,SLSMAN_196,10,2019,"1,800","2,152"
10046,PROD_13,SLSMAN_80,12,2019,"6,408","6,124"
1148,PROD_28,SLSMAN_8,12,2019,12,0
13117,PROD_82,SLSMAN_100,11,2019,0,"5,365"
24078,PROD_54,SLSMAN_184,1,2020,12,0
10279,PROD_47,SLSMAN_81,12,2019,552,337
24710,PROD_17,SLSMAN_190,1,2020,"28,296",0
2234,PROD_23,SLSMAN_15,12,2019,108,141
25575,PROD_74,SLSMAN_195,11,2019,0,125
16461,PROD_15,SLSMAN_124,10,2019,"4,992","5,133"
16043,PROD_32,SLSMAN_121,11,2019,84,0
21011,PROD_43,SLSMAN_161,12,2019,0,"10,887"
17981,PROD_26,SLSMAN_134,11,2019,108,48
771,PROD_14,SLSMAN_6,1,2020,"20,376",0
12875,PROD_31,SLSMAN_99,11,2019,"1,200","2,000"
13177,PROD_26,SLSMAN_101,10,2019,84,54
21062,PROD_82,SLSMAN_161,11,2019,0,"1,782"
24232,PROD_58,SLSMAN_185,1,2020,"23,184",0
24770,PROD_38,SLSMAN_190,10,2019,396,326
21531,PROD_14,SLSMAN_165,11,2019,"14,760","13,050"
6336,PROD_31,SLSMAN_45,1,2020,"1,200",0
26814,PROD_47,SLSMAN_209,11,2019,600,"1,084"
5686,PROD_20,SLSMAN_41,12,2019,24,0
5611,PROD_61,SLSMAN_40,1,2020,"4,704",0
22830,PROD_37,SLSMAN_174,11,2019,144,92
16057,PROD_37,SLSMAN_121,1,2020,72,0
20496,PROD_22,SLSMAN_158,12,2019,"1,200","2,240"
18907,PROD_15,SLSMAN_142,12,2019,"2,124","2,219"
9124,PROD_25,SLSMAN_68,10,2019,144,228
24355,PROD_35,SLSMAN_186,12,2019,"11,616","10,769"
19674,PROD_54,SLSMAN_148,10,2019,0,12
1996,PROD_50,SLSMAN_13,11,2019,"60,000","45,425"
23456,PROD_5,SLSMAN_181,11,2019,320,280
10685,PROD_35,SLSMAN_84,12,2019,"3,360","3,648"
24051,PROD_39,SLSMAN_184,11,2019,180,214
17490,PROD_37,SLSMAN_130,10,2019,216,170
9689,PROD_61,SLSMAN_74,11,2019,0,"2,051"
22431,PROD_82,SLSMAN_171,12,2019,0,"1,355"
25101,PROD_47,SLSMAN_192,10,2019,"1,344","1,356"
9201,PROD_61,SLSMAN_68,10,2019,"3,360","1,924"
18534,PROD_26,SLSMAN_139,12,2019,936,"1,523"
1321,PROD_32,SLSMAN_9,1,2020,"3,276",0
7798,PROD_18,SLSMAN_56,10,2019,132,183
19131,PROD_39,SLSMAN_143,12,2019,396,200
13127,PROD_3,SLSMAN_101,12,2019,40,0
9587,PROD_81,SLSMAN_73,10,2019,96,93
6392,PROD_56,SLSMAN_45,12,2019,72,71
20321,PROD_26,SLSMAN_156,10,2019,552,210
22917,PROD_45,SLSMAN_175,11,2019,0,24
21616,PROD_52,SLSMAN_165,11,2019,400,0
3458,PROD_3,SLSMAN_25,10,2019,160,0
16014,PROD_19,SLSMAN_121,10,2019,"2,520","2,076"
2298,PROD_51,SLSMAN_15,1,2020,648,0
16308,PROD_15,SLSMAN_123,11,2019,"2,484","2,573"
21281,PROD_31,SLSMAN_163,1,2020,"36,000",0
16594,PROD_3,SLSMAN_125,1,2020,40,0
9630,PROD_22,SLSMAN_74,12,2019,"12,800","6,400"
12405,PROD_31,SLSMAN_96,10,2019,"2,400","1,820"
9439,PROD_39,SLSMAN_71,11,2019,0,13
16281,PROD_83,SLSMAN_122,12,2019,0,"2,634"
10471,PROD_5,SLSMAN_83,12,2019,80,166
21044,PROD_61,SLSMAN_161,10,2019,"5,838","5,341"
18259,PROD_82,SLSMAN_136,12,2019,"4,242","3,689"
14444,PROD_15,SLSMAN_109,12,2019,"4,632","4,069"
18225,PROD_54,SLSMAN_136,10,2019,12,0
4477,PROD_80,SLSMAN_32,11,2019,384,243
16376,PROD_42,SLSMAN_123,11,2019,432,358
20991,PROD_36,SLSMAN_161,10,2019,72,67
15033,PROD_80,SLSMAN_112,11,2019,456,234
2887,PROD_25,SLSMAN_19,10,2019,612,681
17055,PROD_62,SLSMAN_127,11,2019,"5,418","3,528"
14549,PROD_59,SLSMAN_109,10,2019,420,472
14420,PROD_5,SLSMAN_109,10,2019,320,208
13946,PROD_84,SLSMAN_105,12,2019,0,108
24815,PROD_61,SLSMAN_190,10,2019,"18,396","9,778"
6217,PROD_50,SLSMAN_44,1,2020,"51,120",0
19745,PROD_10,SLSMAN_150,12,2019,0,25
8460,PROD_43,SLSMAN_61,11,2019,0,232
20008,PROD_42,SLSMAN_152,11,2019,180,197
622,PROD_15,SLSMAN_5,1,2020,"3,948",0
18711,PROD_35,SLSMAN_140,11,2019,"21,504","19,699"
1758,PROD_16,SLSMAN_12,12,2019,"1,476",750
17507,PROD_43,SLSMAN_130,12,2019,"10,656","10,881"
16301,PROD_13,SLSMAN_123,12,2019,"8,748","7,456"
18126,PROD_11,SLSMAN_136,10,2019,144,158
18547,PROD_33,SLSMAN_139,1,2020,396,0
28219,PROD_9,SLSMAN_223,11,2019,0,110
7939,PROD_17,SLSMAN_57,12,2019,"11,016",0
2562,PROD_32,SLSMAN_17,1,2020,936,0
13366,PROD_37,SLSMAN_102,1,2020,36,0
25385,PROD_38,SLSMAN_194,1,2020,"1,260",0
14821,PROD_38,SLSMAN_111,12,2019,144,121
22398,PROD_51,SLSMAN_171,12,2019,0,"1,346"
10433,PROD_58,SLSMAN_82,1,2020,"11,760",0
7962,PROD_26,SLSMAN_57,11,2019,96,60
22312,PROD_15,SLSMAN_171,12,2019,"7,332","6,951"
21104,PROD_19,SLSMAN_162,1,2020,840,0
20771,PROD_11,SLSMAN_160,12,2019,108,21
14111,PROD_3,SLSMAN_107,11,2019,0,5
25487,PROD_17,SLSMAN_195,12,2019,"18,432",0
6590,PROD_5,SLSMAN_47,10,2019,400,313
2671,PROD_5,SLSMAN_18,1,2020,240,0
8009,PROD_45,SLSMAN_57,12,2019,336,805
17598,PROD_18,SLSMAN_131,12,2019,0,0
25923,PROD_23,SLSMAN_198,1,2020,36,0
521,PROD_31,SLSMAN_4,12,2019,"2,000","1,600"
27314,PROD_58,SLSMAN_212,1,2020,"6,720",0
5542,PROD_27,SLSMAN_40,1,2020,144,0
19946,PROD_18,SLSMAN_152,11,2019,"3,060",979
8792,PROD_37,SLSMAN_64,10,2019,36,48
21945,PROD_56,SLSMAN_168,11,2019,216,157
26176,PROD_50,SLSMAN_202,1,2020,"1,500",0
973,PROD_23,SLSMAN_7,10,2019,72,83
19154,PROD_56,SLSMAN_143,11,2019,36,3
22806,PROD_27,SLSMAN_174,10,2019,108,79
22359,PROD_35,SLSMAN_171,11,2019,"3,264","4,104"
17060,PROD_80,SLSMAN_127,1,2020,"1,152",0
15423,PROD_27,SLSMAN_115,12,2019,72,29
5289,PROD_43,SLSMAN_38,12,2019,0,"10,296"
9310,PROD_27,SLSMAN_70,11,2019,216,233
12079,PROD_16,SLSMAN_94,1,2020,468,0
17915,PROD_56,SLSMAN_133,11,2019,0,19
695,PROD_42,SLSMAN_5,12,2019,144,114
20079,PROD_50,SLSMAN_153,12,2019,0,492
26928,PROD_25,SLSMAN_210,1,2020,324,0
20751,PROD_81,SLSMAN_159,12,2019,0,119
8436,PROD_80,SLSMAN_60,12,2019,480,693
12206,PROD_13,SLSMAN_95,10,2019,792,663
27894,PROD_76,SLSMAN_216,10,2019,0,344
24430,PROD_81,SLSMAN_186,11,2019,120,2
6749,PROD_10,SLSMAN_48,11,2019,0,400
12766,PROD_59,SLSMAN_98,11,2019,294,166
19850,PROD_51,SLSMAN_150,11,2019,0,436
7844,PROD_38,SLSMAN_56,12,2019,36,40
6696,PROD_50,SLSMAN_47,1,2020,"151,680",0
28210,PROD_1,SLSMAN_223,11,2019,0,46
8794,PROD_37,SLSMAN_64,12,2019,36,9
6434,PROD_10,SLSMAN_46,10,2019,0,732
23243,PROD_85,SLSMAN_178,12,2019,0,32
28178,PROD_75,SLSMAN_221,11,2019,0,252
5624,PROD_76,SLSMAN_40,12,2019,0,346
1553,PROD_59,SLSMAN_10,11,2019,588,444
10426,PROD_51,SLSMAN_82,12,2019,"3,156","3,062"
14214,PROD_47,SLSMAN_107,10,2019,408,429
27349,PROD_11,SLSMAN_213,10,2019,36,39
26485,PROD_45,SLSMAN_206,1,2020,624,0
1427,PROD_11,SLSMAN_10,1,2020,324,0
4974,PROD_32,SLSMAN_36,1,2020,48,0
26381,PROD_47,SLSMAN_205,11,2019,0,29
1921,PROD_18,SLSMAN_13,11,2019,"1,488",853
16463,PROD_15,SLSMAN_124,12,2019,"4,392","4,120"
24371,PROD_39,SLSMAN_186,12,2019,144,104
25056,PROD_27,SLSMAN_192,11,2019,180,184
14552,PROD_61,SLSMAN_109,10,2019,"7,854","4,656"
544,PROD_39,SLSMAN_4,11,2019,468,307
22187,PROD_27,SLSMAN_170,11,2019,36,73
8110,PROD_17,SLSMAN_58,10,2019,"16,272","18,314"
2582,PROD_37,SLSMAN_17,12,2019,180,223
13012,PROD_23,SLSMAN_100,1,2020,72,0
26212,PROD_59,SLSMAN_203,11,2019,0,294
18150,PROD_19,SLSMAN_136,1,2020,"5,376",0
2161,PROD_59,SLSMAN_14,1,2020,168,0
796,PROD_21,SLSMAN_6,10,2019,24,36
11434,PROD_42,SLSMAN_89,1,2020,540,0
26428,PROD_22,SLSMAN_206,11,2019,"9,200","9,200"
19073,PROD_18,SLSMAN_143,10,2019,"1,752","1,811"
5293,PROD_45,SLSMAN_38,12,2019,624,744
21472,PROD_51,SLSMAN_164,11,2019,0,"3,653"
15070,PROD_15,SLSMAN_113,10,2019,"5,184","5,312"
3649,PROD_45,SLSMAN_26,11,2019,0,3
17323,PROD_35,SLSMAN_129,11,2019,"9,312","10,393"
4184,PROD_11,SLSMAN_31,10,2019,36,32
10233,PROD_26,SLSMAN_81,12,2019,24,736
8867,PROD_16,SLSMAN_65,11,2019,0,36
12238,PROD_23,SLSMAN_95,10,2019,180,199
23960,PROD_5,SLSMAN_184,12,2019,240,110
8916,PROD_17,SLSMAN_66,12,2019,"12,924",0
14912,PROD_15,SLSMAN_112,11,2019,"2,844","2,564"
19917,PROD_10,SLSMAN_152,10,2019,0,124
21910,PROD_38,SLSMAN_168,1,2020,108,0
28155,PROD_4,SLSMAN_221,12,2019,0,13
21742,PROD_35,SLSMAN_166,11,2019,"21,504","21,490"
13805,PROD_15,SLSMAN_105,1,2020,"4,620",0
26503,PROD_56,SLSMAN_206,10,2019,144,166
27267,PROD_33,SLSMAN_212,12,2019,864,162
3243,PROD_3,SLSMAN_23,12,2019,120,0
21206,PROD_80,SLSMAN_162,1,2020,336,0
15370,PROD_10,SLSMAN_115,11,2019,0,13
27161,PROD_51,SLSMAN_211,11,2019,0,"4,254"
25595,PROD_3,SLSMAN_196,12,2019,40,0
2392,PROD_26,SLSMAN_16,10,2019,12,1
4846,PROD_32,SLSMAN_35,10,2019,24,50
6824,PROD_33,SLSMAN_48,12,2019,"1,764","3,312"
9134,PROD_27,SLSMAN_68,12,2019,72,26
7975,PROD_32,SLSMAN_57,12,2019,780,450
3685,PROD_14,SLSMAN_27,1,2020,"33,624",0
24170,PROD_26,SLSMAN_185,1,2020,36,0
16896,PROD_62,SLSMAN_126,11,2019,"2,814","1,721"
21416,PROD_25,SLSMAN_164,10,2019,360,451
2862,PROD_18,SLSMAN_19,1,2020,"1,932",0
6426,PROD_3,SLSMAN_46,1,2020,320,0
20982,PROD_33,SLSMAN_161,1,2020,"6,120",0
17750,PROD_18,SLSMAN_132,10,2019,"3,876","4,324"
20443,PROD_61,SLSMAN_157,11,2019,0,343
1720,PROD_82,SLSMAN_11,11,2019,0,"2,692"
4071,PROD_18,SLSMAN_30,11,2019,708,384
27881,PROD_59,SLSMAN_216,1,2020,252,0
16220,PROD_38,SLSMAN_122,10,2019,144,137
25811,PROD_37,SLSMAN_197,1,2020,72,0
23290,PROD_10,SLSMAN_180,11,2019,0,102
22716,PROD_58,SLSMAN_173,11,2019,"22,176","21,928"
28103,PROD_47,SLSMAN_219,11,2019,0,648
21916,PROD_39,SLSMAN_168,11,2019,144,194
19118,PROD_36,SLSMAN_143,11,2019,24,35
3874,PROD_39,SLSMAN_28,11,2019,0,5
6384,PROD_50,SLSMAN_45,10,2019,"21,408","21,957"
11399,PROD_25,SLSMAN_89,10,2019,864,"1,102"
15886,PROD_51,SLSMAN_119,12,2019,0,"2,203"
9349,PROD_42,SLSMAN_70,11,2019,216,175
19585,PROD_17,SLSMAN_148,10,2019,"16,524","15,481"
12829,PROD_15,SLSMAN_99,12,2019,"5,460","5,116"
22772,PROD_15,SLSMAN_174,12,2019,"4,320","3,411"
26238,PROD_14,SLSMAN_204,10,2019,"44,784","44,332"
19493,PROD_59,SLSMAN_146,10,2019,420,168
1885,PROD_83,SLSMAN_12,1,2020,"3,360",0
11088,PROD_18,SLSMAN_87,10,2019,"16,872","17,648"
20427,PROD_25,SLSMAN_157,11,2019,0,43
4252,PROD_36,SLSMAN_31,12,2019,24,13
4820,PROD_20,SLSMAN_35,10,2019,24,0
4115,PROD_39,SLSMAN_30,10,2019,324,318
21647,PROD_81,SLSMAN_165,11,2019,240,322
9826,PROD_80,SLSMAN_75,12,2019,144,59
17647,PROD_37,SLSMAN_131,1,2020,72,0
26280,PROD_32,SLSMAN_204,10,2019,348,295
7204,PROD_25,SLSMAN_51,11,2019,0,10
27164,PROD_56,SLSMAN_211,10,2019,720,759
27115,PROD_32,SLSMAN_211,11,2019,"2,844","2,777"
22877,PROD_61,SLSMAN_174,11,2019,"5,334","1,978"
14856,PROD_58,SLSMAN_111,10,2019,"6,552","8,743"
1576,PROD_5,SLSMAN_11,10,2019,160,126
20795,PROD_18,SLSMAN_160,12,2019,492,0
6443,PROD_13,SLSMAN_46,11,2019,"3,456","2,701"
21325,PROD_50,SLSMAN_163,11,2019,"50,784","50,030"
22136,PROD_5,SLSMAN_170,11,2019,160,125
21420,PROD_26,SLSMAN_164,10,2019,192,192
10410,PROD_43,SLSMAN_82,11,2019,0,"7,082"
3904,PROD_5,SLSMAN_29,11,2019,160,66
4045,PROD_11,SLSMAN_30,1,2020,36,0
10353,PROD_18,SLSMAN_82,10,2019,"3,120","3,972"
26083,PROD_26,SLSMAN_200,12,2019,0,"1,128"
8770,PROD_27,SLSMAN_64,12,2019,72,79
11814,PROD_31,SLSMAN_92,1,2020,"17,600",0
4475,PROD_80,SLSMAN_32,1,2020,672,0
1161,PROD_36,SLSMAN_8,1,2020,24,0
14339,PROD_37,SLSMAN_108,12,2019,108,153
3502,PROD_19,SLSMAN_25,12,2019,"4,704","3,347"
19258,PROD_32,SLSMAN_144,10,2019,"1,140","1,442"
5034,PROD_80,SLSMAN_36,11,2019,288,374
25257,PROD_47,SLSMAN_193,1,2020,"1,416",0
12547,PROD_26,SLSMAN_97,1,2020,12,0
23253,PROD_18,SLSMAN_179,11,2019,0,3
14179,PROD_33,SLSMAN_107,10,2019,540,552
324,PROD_16,SLSMAN_3,1,2020,"1,260",0
13816,PROD_18,SLSMAN_105,11,2019,"2,052",690
22928,PROD_5,SLSMAN_176,11,2019,80,59
3825,PROD_82,SLSMAN_27,11,2019,0,525
24386,PROD_47,SLSMAN_186,12,2019,"1,392","1,387"
12400,PROD_27,SLSMAN_96,1,2020,144,0
7755,PROD_80,SLSMAN_54,12,2019,672,110
23435,PROD_80,SLSMAN_180,11,2019,"1,224",903
11076,PROD_15,SLSMAN_87,10,2019,"2,304","2,752"
25538,PROD_42,SLSMAN_195,1,2020,36,0
26441,PROD_26,SLSMAN_206,12,2019,120,87
17910,PROD_47,SLSMAN_133,12,2019,0,47
15755,PROD_58,SLSMAN_118,11,2019,0,"1,290"
21678,PROD_11,SLSMAN_166,10,2019,288,327
5094,PROD_23,SLSMAN_37,1,2020,180,0
21465,PROD_47,SLSMAN_164,11,2019,"1,008","1,619"
24,PROD_15,SLSMAN_1,1,2020,"15,012",0
2793,PROD_61,SLSMAN_18,10,2019,"1,764","1,056"
5209,PROD_14,SLSMAN_38,10,2019,"14,436","14,044"
1478,PROD_26,SLSMAN_10,12,2019,84,182
22480,PROD_20,SLSMAN_172,1,2020,24,0
11655,PROD_19,SLSMAN_91,11,2019,"21,000","26,633"
7688,PROD_37,SLSMAN_54,10,2019,36,73
24306,PROD_17,SLSMAN_186,11,2019,"5,832","1,712"
21378,PROD_10,SLSMAN_164,12,2019,0,23
22176,PROD_23,SLSMAN_170,12,2019,108,150
6485,PROD_25,SLSMAN_46,1,2020,216,0
20821,PROD_32,SLSMAN_160,12,2019,492,586
15468,PROD_47,SLSMAN_115,11,2019,"2,160","1,205"
27534,PROD_25,SLSMAN_214,10,2019,144,148
17410,PROD_5,SLSMAN_130,12,2019,160,125
21955,PROD_61,SLSMAN_168,10,2019,"4,074","2,394"
5524,PROD_19,SLSMAN_40,11,2019,"22,344","21,436"
25741,PROD_5,SLSMAN_197,10,2019,160,83
4744,PROD_47,SLSMAN_34,11,2019,"1,056",811
16843,PROD_36,SLSMAN_126,12,2019,48,19
12009,PROD_47,SLSMAN_93,12,2019,"2,976","2,266"
8018,PROD_50,SLSMAN_57,1,2020,"31,776",0
432,PROD_61,SLSMAN_3,11,2019,"10,710","3,342"
11285,PROD_38,SLSMAN_88,10,2019,"1,908","1,376"
6060,PROD_58,SLSMAN_43,10,2019,"47,880","54,671"
15740,PROD_37,SLSMAN_118,12,2019,0,1
2714,PROD_25,SLSMAN_18,1,2020,288,0
11593,PROD_59,SLSMAN_90,11,2019,"5,292","6,815"
18667,PROD_15,SLSMAN_140,12,2019,"11,412","11,493"
6309,PROD_20,SLSMAN_45,10,2019,120,126
16537,PROD_42,SLSMAN_124,11,2019,396,253
20741,PROD_62,SLSMAN_159,12,2019,"3,150","1,046"
27682,PROD_26,SLSMAN_215,1,2020,48,0
28032,PROD_62,SLSMAN_217,10,2019,"3,360","2,855"
12104,PROD_25,SLSMAN_94,10,2019,396,471
1104,PROD_13,SLSMAN_8,12,2019,864,995
20127,PROD_22,SLSMAN_154,10,2019,"7,600","3,480"
13710,PROD_38,SLSMAN_104,10,2019,144,120
26415,PROD_16,SLSMAN_206,12,2019,"1,620","1,301"
11478,PROD_80,SLSMAN_89,11,2019,528,648
21164,PROD_42,SLSMAN_162,10,2019,108,85
21240,PROD_13,SLSMAN_163,12,2019,"16,020","14,563"
18523,PROD_23,SLSMAN_139,1,2020,72,0
1047,PROD_56,SLSMAN_7,1,2020,396,0
13045,PROD_35,SLSMAN_100,10,2019,"10,176","15,201"
20897,PROD_80,SLSMAN_160,11,2019,312,178
10009,PROD_62,SLSMAN_79,12,2019,0,144
4546,PROD_26,SLSMAN_33,10,2019,0,12
15771,PROD_3,SLSMAN_119,10,2019,120,0
18210,PROD_47,SLSMAN_136,1,2020,"1,344",0
21529,PROD_14,SLSMAN_165,1,2020,"16,632",0
17657,PROD_39,SLSMAN_131,11,2019,216,191
18437,PROD_57,SLSMAN_138,10,2019,0,54
16866,PROD_47,SLSMAN_126,1,2020,"1,752",0
4147,PROD_58,SLSMAN_30,12,2019,"1,680","1,596"
12714,PROD_33,SLSMAN_98,12,2019,360,0
12149,PROD_50,SLSMAN_94,1,2020,"70,128",0
18080,PROD_83,SLSMAN_134,1,2020,"3,234",0
22241,PROD_51,SLSMAN_170,11,2019,0,"1,045"
8371,PROD_37,SLSMAN_60,1,2020,108,0
673,PROD_35,SLSMAN_5,10,2019,"3,456","4,754"
20524,PROD_33,SLSMAN_158,12,2019,"3,708","4,026"
9702,PROD_83,SLSMAN_74,12,2019,"3,150","2,910"
12152,PROD_50,SLSMAN_94,12,2019,"59,856","46,560"
7947,PROD_19,SLSMAN_57,12,2019,"1,344",486
22330,PROD_22,SLSMAN_171,10,2019,"39,200",0
24324,PROD_23,SLSMAN_186,1,2020,36,0
25964,PROD_43,SLSMAN_198,12,2019,0,"14,731"
27670,PROD_22,SLSMAN_215,1,2020,"12,000",0
2370,PROD_15,SLSMAN_16,12,2019,"3,804","2,435"
23265,PROD_39,SLSMAN_179,11,2019,0,13
4072,PROD_18,SLSMAN_30,12,2019,552,0
3026,PROD_35,SLSMAN_20,12,2019,0,90
9387,PROD_62,SLSMAN_70,1,2020,"7,812",0
15688,PROD_59,SLSMAN_117,1,2020,"1,092",0
21728,PROD_26,SLSMAN_166,1,2020,348,0
17290,PROD_21,SLSMAN_129,10,2019,276,310
25927,PROD_25,SLSMAN_198,1,2020,468,0
23147,PROD_25,SLSMAN_178,12,2019,540,438
18096,PROD_25,SLSMAN_135,11,2019,0,21
994,PROD_33,SLSMAN_7,10,2019,"6,300","6,057"
13245,PROD_58,SLSMAN_101,10,2019,"9,912","12,970"
7814,PROD_25,SLSMAN_56,10,2019,108,177
11694,PROD_42,SLSMAN_91,10,2019,72,47
8085,PROD_10,SLSMAN_58,12,2019,0,427
8375,PROD_38,SLSMAN_60,1,2020,144,0
708,PROD_50,SLSMAN_5,1,2020,"37,584",0
27860,PROD_45,SLSMAN_216,10,2019,96,0
7521,PROD_35,SLSMAN_53,10,2019,"4,128","3,455"
1867,PROD_61,SLSMAN_12,10,2019,"3,822","3,843"
24467,PROD_25,SLSMAN_187,10,2019,0,27
24849,PROD_10,SLSMAN_191,12,2019,0,85
6915,PROD_10,SLSMAN_49,12,2019,0,197
10812,PROD_26,SLSMAN_85,10,2019,192,87
25157,PROD_9,SLSMAN_193,12,2019,0,65
23641,PROD_14,SLSMAN_182,11,2019,"16,128","16,084"
6528,PROD_39,SLSMAN_46,12,2019,180,68
24781,PROD_43,SLSMAN_190,11,2019,0,"20,931"
17893,PROD_22,SLSMAN_133,12,2019,0,70
22146,PROD_13,SLSMAN_170,10,2019,"5,472","6,148"
20787,PROD_16,SLSMAN_160,12,2019,36,80
16450,PROD_11,SLSMAN_124,11,2019,468,163
12814,PROD_11,SLSMAN_99,10,2019,396,371
8947,PROD_26,SLSMAN_66,11,2019,420,118
25489,PROD_18,SLSMAN_195,10,2019,"1,848","1,981"
23968,PROD_13,SLSMAN_184,10,2019,"2,916","3,576"
27455,PROD_56,SLSMAN_213,10,2019,144,75
13569,PROD_52,SLSMAN_103,12,2019,400,0
26370,PROD_5,SLSMAN_205,11,2019,0,3
12638,PROD_83,SLSMAN_97,12,2019,0,"2,453"
14082,PROD_61,SLSMAN_106,10,2019,"3,822","2,654"
12897,PROD_38,SLSMAN_99,10,2019,108,109
27243,PROD_22,SLSMAN_212,12,2019,"5,200","6,000"
1127,PROD_22,SLSMAN_8,11,2019,"8,800","4,240"
23726,PROD_43,SLSMAN_182,12,2019,"13,248","13,776"
21656,PROD_85,SLSMAN_165,12,2019,0,7
945,PROD_15,SLSMAN_7,11,2019,"3,048","2,558"
26265,PROD_23,SLSMAN_204,12,2019,72,149
17943,PROD_13,SLSMAN_134,1,2020,"3,744",0
1236,PROD_83,SLSMAN_8,12,2019,"4,956","1,535"
18949,PROD_31,SLSMAN_142,11,2019,"1,200","2,010"
27487,PROD_86,SLSMAN_213,12,2019,0,2
16384,PROD_47,SLSMAN_123,1,2020,"2,856",0
17881,PROD_11,SLSMAN_133,11,2019,0,1
18996,PROD_50,SLSMAN_142,12,2019,"19,776","18,172"
8613,PROD_56,SLSMAN_62,10,2019,108,63
9516,PROD_31,SLSMAN_73,1,2020,"1,200",0
27068,PROD_15,SLSMAN_211,11,2019,"10,992","10,992"
19495,PROD_59,SLSMAN_146,12,2019,462,242
10475,PROD_11,SLSMAN_83,1,2020,108,0
9533,PROD_38,SLSMAN_73,11,2019,0,238
4381,PROD_23,SLSMAN_32,12,2019,72,84
21703,PROD_18,SLSMAN_166,12,2019,0,27
10811,PROD_26,SLSMAN_85,1,2020,72,0
20327,PROD_27,SLSMAN_156,12,2019,756,288
10958,PROD_27,SLSMAN_86,11,2019,108,101
24502,PROD_58,SLSMAN_187,10,2019,0,"1,344"
23016,PROD_43,SLSMAN_176,12,2019,0,"7,372"
18491,PROD_11,SLSMAN_139,10,2019,468,268
13265,PROD_80,SLSMAN_101,10,2019,888,692
25920,PROD_20,SLSMAN_198,10,2019,120,78
8061,PROD_82,SLSMAN_57,12,2019,0,"3,573"
5031,PROD_76,SLSMAN_36,10,2019,0,321
11750,PROD_5,SLSMAN_92,1,2020,240,0
16917,PROD_3,SLSMAN_127,11,2019,120,0
10487,PROD_15,SLSMAN_83,1,2020,"7,188",0
7306,PROD_16,SLSMAN_52,1,2020,108,0
6604,PROD_14,SLSMAN_47,1,2020,"36,036",0
4451,PROD_56,SLSMAN_32,1,2020,864,0
17305,PROD_26,SLSMAN_129,1,2020,228,0
3059,PROD_5,SLSMAN_21,11,2019,240,254
11449,PROD_50,SLSMAN_89,10,2019,"80,736","83,182"
8198,PROD_50,SLSMAN_58,10,2019,"35,088","25,166"
268,PROD_58,SLSMAN_2,1,2020,"11,088",0
8864,PROD_13,SLSMAN_65,11,2019,0,94
5680,PROD_19,SLSMAN_41,10,2019,"58,800","63,063"
23249,PROD_14,SLSMAN_179,11,2019,0,"1,786"
12065,PROD_11,SLSMAN_94,11,2019,144,142
5613,PROD_61,SLSMAN_40,11,2019,"7,098","2,901"
21762,PROD_42,SLSMAN_166,11,2019,180,166
2602,PROD_46,SLSMAN_17,10,2019,0,0
15778,PROD_8,SLSMAN_119,10,2019,0,24
20125,PROD_19,SLSMAN_154,12,2019,"13,440","9,812"
6230,PROD_58,SLSMAN_44,12,2019,"33,096","37,084"
6520,PROD_37,SLSMAN_46,12,2019,72,46
26730,PROD_15,SLSMAN_209,12,2019,"3,264","3,158"
14617,PROD_19,SLSMAN_110,12,2019,504,617
2787,PROD_58,SLSMAN_18,11,2019,"13,776","13,366"
12041,PROD_80,SLSMAN_93,1,2020,600,0
